c ,From,To,Modes,length,time,Type,Lanes,VDF,Data1,Data2,Data3
,232285,232116,apb,0.064455,0.111222,107,1.0,17,35.000,2200.0,0.0000
,232285,232117,apb,0.081557,0.149490,107,1.0,17,33.000,2200.0,0.0000
,232285,232125,apb,0.266225,0.564435,107,1.0,21,28.300,2200.0,0.0000
,232285,232287,apb,0.073980,0.156848,107,1.0,21,28.300,2200.0,0.0000
,232286,232081,apb,0.071101,0.150744,107,1.0,21,28.300,2200.0,0.0000
,232286,232095,apb,0.040831,0.102935,107,1.0,29,23.800,2200.0,0.0000
,232286,232287,apb,0.028762,0.061196,107,1.0,21,28.200,2200.0,0.0000
,232287,232285,apb,0.073980,0.156848,107,1.0,21,28.300,2200.0,0.0000
,232287,232286,apb,0.028762,0.061196,107,1.0,21,28.200,2200.0,0.0000
,232287,232818,apb,0.078959,0.198223,107,1.0,29,23.900,2200.0,0.0000
,232289,233085,apb,0.006685,0.016853,107,1.0,29,23.800,2200.0,0.0000
,232290,232718,apb,0.327793,0.541807,107,1.0,13,36.300,2200.0,0.0000
,232290,233443,apb,0.143700,0.237521,107,1.0,13,36.300,2200.0,0.0000
,232293,231864,apb,0.022727,0.027272,103,2.0,23,50.000,4400.0,0.0000
,232293,554599,apb,0.033027,0.039632,103,2.0,23,50.000,4400.0,0.0000
,232293,554600,apb,0.028480,0.071498,107,1.0,29,23.900,2200.0,0.0000
,232294,231856,apb,0.044821,0.047853,103,2.0,15,56.200,4400.0,0.0000
,232294,232056,apb,0.072913,0.120850,106,1.0,13,36.200,2200.0,0.0000
,232294,232208,apb,0.569793,0.530876,103,2.0,15,64.400,4400.0,0.0000
,232297,232616,apb,0.679145,0.815018,103,2.0,23,50.000,4400.0,0.0000
,232297,232700,apb,0.124850,0.149834,103,2.0,23,50.000,4400.0,0.0000
,232298,232703,apb,0.046475,0.055775,103,2.0,23,50.000,4400.0,0.0000
,232298,233550,apb,0.012197,0.014637,103,2.0,23,50.000,4400.0,0.0000
,232299,232301,apb,0.085536,0.102653,103,2.0,23,50.000,4400.0,0.0000
,232299,232702,apb,0.079691,0.095634,103,2.0,23,50.000,4400.0,0.0000
,232301,232299,apb,0.085536,0.102649,103,2.0,23,50.000,4400.0,0.0000
,232301,233790,apb,0.049519,0.059428,103,2.0,23,50.000,4400.0,0.0000
,232310,232610,apb,1.191996,1.976465,107,1.0,13,36.200,2200.0,0.0000
,232310,232894,apb,0.009328,0.015439,107,1.0,13,36.300,2200.0,0.0000
,232311,232272,apb,0.116644,0.247302,107,1.0,21,28.300,2200.0,0.0000
,232311,232312,apb,0.017585,0.037283,107,1.0,21,28.300,2200.0,0.0000
,232312,232271,apb,0.044426,0.062283,106,2.0,23,42.800,4400.0,0.0000
,232312,232315,apb,0.149138,0.209090,106,2.0,23,42.800,4400.0,0.0000
,232313,232272,apb,0.035904,0.090136,107,1.0,29,23.900,2200.0,0.0000
,232313,232314,apb,0.036419,0.091428,107,1.0,29,23.900,2200.0,0.0000
,232313,233160,apb,0.038503,0.097066,107,1.0,29,23.800,2200.0,0.0000
,232314,231857,apb,0.077688,0.128410,107,1.0,13,36.300,2200.0,0.0000
,232314,232205,apb,0.281457,0.422186,107,1.0,13,40.000,2200.0,0.0000
,232314,232313,apb,0.036419,0.091428,107,1.0,29,23.900,2200.0,0.0000
,232315,232312,apb,0.149138,0.209082,106,2.0,23,42.800,4400.0,0.0000
,232315,233159,apb,0.019476,0.027305,106,2.0,23,42.800,4400.0,0.0000
,232316,232106,apb,0.090335,0.095425,107,3.0,19,56.800,6600.0,0.0000
,232316,232224,apb,0.020651,0.024248,107,3.0,19,51.100,6600.0,0.0000
,232318,231851,apb,0.228343,0.367308,107,2.0,31,37.300,4400.0,0.0000
,232318,231852,apb,0.217576,0.548511,107,1.0,29,23.800,2200.0,0.0000
,232318,233190,apb,0.054449,0.087586,107,2.0,31,37.300,4400.0,0.0000
,232319,232105,apb,0.136196,0.218496,107,2.0,31,37.400,4400.0,0.0000
,232319,232320,apb,0.049417,0.079279,107,2.0,31,37.400,4400.0,0.0000
,232320,232319,apb,0.049417,0.079279,107,2.0,31,37.400,4400.0,0.0000
,232320,232321,apb,0.191023,0.306454,107,2.0,31,37.400,4400.0,0.0000
,232321,232320,apb,0.191023,0.306454,107,2.0,31,37.400,4400.0,0.0000
,232321,233190,apb,0.152164,0.244768,107,2.0,31,37.300,4400.0,0.0000
,232322,231852,apb,0.195038,0.413508,107,1.0,21,28.300,2200.0,0.0000
,232322,233241,apb,0.199707,0.279963,107,2.0,23,42.800,4400.0,0.0000
,232324,231851,apb,0.045199,0.072706,107,2.0,31,37.300,4400.0,0.0000
,232324,233441,apb,0.153217,0.245803,107,2.0,31,37.400,4400.0,0.0000
,232326,231909,apb,0.350934,0.410476,107,3.0,19,51.300,6600.0,0.0000
,232326,232248,apb,0.048444,0.051175,107,3.0,19,56.800,6600.0,0.0000
,232327,232044,apb,0.141001,0.226205,107,2.0,31,37.400,4400.0,0.0000
,232327,232134,apb,0.060708,0.152405,107,1.0,29,23.900,2200.0,0.0000
,232327,232329,apb,0.135755,0.217789,107,2.0,31,37.400,4400.0,0.0000
,232328,231894,apb,0.077870,0.196311,107,1.0,29,23.800,2200.0,0.0000
,232328,232330,apb,0.180713,0.448049,107,1.0,25,24.200,2200.0,0.0000
,232328,232761,apb,0.102950,0.255248,107,1.0,25,24.200,2200.0,0.0000
,232329,232327,apb,0.135755,0.217789,107,2.0,31,37.400,4400.0,0.0000
,232329,232330,apb,0.061482,0.154366,107,1.0,29,23.900,2200.0,0.0000
,232329,232333,apb,0.043621,0.070182,107,2.0,31,37.300,4400.0,0.0000
,232330,232134,apb,0.131007,0.204169,107,2.0,27,38.500,4400.0,0.0000
,232330,232328,apb,0.180713,0.448049,107,1.0,25,24.200,2200.0,0.0000
,232330,232329,apb,0.061482,0.154514,107,1.0,29,23.900,2200.0,0.0000
,232330,554560,apb,0.091265,0.229117,107,1.0,29,23.900,2200.0,0.0000
,232331,232078,apb,0.058878,0.147811,107,1.0,29,23.900,2200.0,0.0000
,232331,554560,apb,0.050236,0.126115,107,1.0,29,23.900,2200.0,0.0000
,232333,231894,apb,0.138787,0.222697,107,2.0,31,37.400,4400.0,0.0000
,232333,232329,apb,0.043621,0.070170,107,2.0,31,37.300,4400.0,0.0000
,232335,231894,apb,0.044517,0.094736,107,1.0,21,28.200,2200.0,0.0000
,232335,231895,apb,0.082927,0.175989,107,1.0,21,28.300,2200.0,0.0000
,232337,231880,apb,0.029519,0.028115,105,3.0,15,63.000,6600.0,0.0000
,232337,232496,apb,0.061795,0.063495,105,3.0,15,58.400,6600.0,0.0000
,232341,231905,apb,0.204252,0.238894,107,2.0,19,51.300,4400.0,0.0000
,232341,231907,apb,0.188478,0.214183,107,2.0,19,52.800,4400.0,0.0000
,232342,232343,apb,0.474576,0.665326,106,2.0,23,42.800,4400.0,0.0000
,232342,232344,apb,0.024659,0.034572,106,2.0,23,42.800,4400.0,0.0000
,232342,233145,apb,0.426297,1.056935,107,1.0,25,24.200,2200.0,0.0000
,232343,232342,apb,0.474576,0.665352,106,2.0,23,42.800,4400.0,0.0000
,232343,232715,apb,0.024749,0.034697,106,2.0,23,42.800,4400.0,0.0000
,232343,233145,apb,0.092498,0.233188,107,1.0,29,23.800,2200.0,0.0000
,232344,232271,apb,0.272118,0.381507,106,2.0,23,42.800,4400.0,0.0000
,232344,232342,apb,0.024659,0.034570,106,2.0,23,42.800,4400.0,0.0000
,232345,231858,apb,0.033516,0.046987,106,2.0,23,42.800,4400.0,0.0000
,232345,232346,apb,0.036070,0.090552,107,1.0,29,23.900,2200.0,0.0000
,232345,232717,apb,0.006124,0.008586,106,2.0,23,42.800,4400.0,0.0000
,232346,231858,apb,0.029964,0.075223,107,1.0,29,23.900,2200.0,0.0000
,232346,232233,apb,2.198368,3.633991,107,1.0,13,36.300,2200.0,0.0000
,232346,232347,apb,0.045148,0.095806,107,1.0,21,28.300,2200.0,0.0000
,232347,231858,apb,0.023196,0.032529,106,2.0,23,42.800,4400.0,0.0000
,232347,554618,apb,0.010630,0.014906,106,2.0,23,42.800,4400.0,0.0000
,232350,232351,apb,0.135024,0.340397,107,1.0,29,23.800,2200.0,0.0000
,232350,233076,apb,0.061958,0.072749,107,3.0,19,51.100,6600.0,0.0000
,232350,233077,apb,0.114265,0.120702,107,3.0,19,56.800,6600.0,0.0000
,232351,230915,apb,0.620658,1.320549,107,1.0,21,28.200,2200.0,0.0000
,232351,232352,apb,0.067307,0.168972,107,1.0,29,23.900,2200.0,0.0000
,232352,232350,apb,0.129734,0.235880,107,1.0,17,33.000,2200.0,0.0000
,232352,232351,apb,0.067307,0.168972,107,1.0,29,23.900,2200.0,0.0000
,232354,233025,apb,0.275315,0.290902,106,2.0,15,56.800,4400.0,0.0000
,232354,233093,apb,0.097993,0.117618,106,3.0,19,50.000,6600.0,0.0000
,232354,233769,apb,0.033876,0.037365,106,3.0,19,54.400,6600.0,0.0000
,232359,232061,apb,0.125364,0.201119,107,2.0,31,37.400,4400.0,0.0000
,232359,232751,apb,0.067175,0.168640,107,1.0,29,23.900,2200.0,0.0000
,232359,233528,apb,0.061253,0.098267,107,2.0,31,37.400,4400.0,0.0000
,232360,232261,apb,0.089641,0.144195,107,2.0,31,37.300,4400.0,0.0000
,232360,232361,apb,0.111166,0.279078,107,1.0,29,23.900,2200.0,0.0000
,232360,232758,apb,0.179777,0.289186,107,2.0,31,37.300,4400.0,0.0000
,232361,232360,apb,0.111166,0.279078,107,1.0,29,23.900,2200.0,0.0000
,232361,232415,apb,0.384074,0.952250,107,1.0,25,24.200,2200.0,0.0000
,232361,232509,apb,0.044226,0.111494,107,1.0,29,23.800,2200.0,0.0000
,232362,231964,apb,0.405200,0.464861,107,3.0,19,52.300,6600.0,0.0000
,232362,231972,apb,0.029360,0.031014,107,3.0,19,56.800,6600.0,0.0000
,232365,231981,apb,0.127277,0.168210,107,2.0,23,45.400,4400.0,0.0000
,232365,232178,apb,0.092396,0.127445,107,2.0,23,43.500,4400.0,0.0000
,232367,232368,apb,0.074170,0.186201,107,1.0,29,23.900,2200.0,0.0000
,232367,232415,apb,0.257790,0.548489,107,1.0,21,28.200,2200.0,0.0000
,232367,232509,apb,0.112726,0.282994,107,1.0,29,23.900,2200.0,0.0000
,232367,233534,apb,0.210488,0.446264,107,1.0,21,28.300,2200.0,0.0000
,232368,231828,apb,0.050051,0.054643,105,2.0,15,55.000,4400.0,0.0000
,232368,232188,apb,0.118165,0.129020,105,2.0,15,55.000,4400.0,0.0000
,232368,232367,apb,0.074170,0.186201,107,1.0,29,23.900,2200.0,0.0000
,232369,232078,apb,0.064683,0.163066,107,1.0,29,23.800,2200.0,0.0000
,232369,232281,apb,0.115005,0.208469,107,1.0,17,33.100,2200.0,0.0000
,232369,232755,apb,0.200763,0.363936,107,1.0,17,33.100,2200.0,0.0000
,232370,231822,apb,0.040525,0.085919,107,1.0,21,28.300,2200.0,0.0000
,232370,232132,apb,0.117958,0.297132,107,1.0,29,23.900,2200.0,0.0000
,232370,232502,apb,0.147202,0.373304,107,1.0,29,23.700,2200.0,0.0000
,232370,232812,apb,0.092695,0.197223,107,1.0,21,28.200,2200.0,0.0000
,232371,232128,apb,0.146168,0.368491,107,1.0,29,23.800,2200.0,0.0000
,232371,232558,apb,0.261476,0.648288,107,1.0,25,24.200,2200.0,0.0000
,232374,232826,apb,0.084745,0.099118,107,2.0,19,51.300,4400.0,0.0000
,232374,554515,apb,0.036231,0.042375,107,2.0,19,51.300,4400.0,0.0000
,232376,232377,apb,0.009651,0.011582,103,2.0,23,50.000,4400.0,0.0000
,232376,233550,apb,0.117683,0.141233,103,2.0,23,50.000,4400.0,0.0000
,232377,232376,apb,0.009651,0.011582,103,2.0,23,50.000,4400.0,0.0000
,232377,233558,apb,0.048423,0.058111,103,2.0,23,50.000,4400.0,0.0000
,232382,231924,apb,0.057465,0.067212,107,2.0,19,51.300,4400.0,0.0000
,232382,231985,apb,0.127476,0.149096,107,2.0,19,51.300,4400.0,0.0000
,232384,230318,apb,0.154502,0.280093,107,1.0,17,33.100,2200.0,0.0000
,232384,232171,apb,0.024593,0.044715,107,1.0,17,33.000,2200.0,0.0000
,232387,232001,apb,0.053057,0.054981,107,2.0,15,57.900,4400.0,0.0000
,232387,232074,apb,0.041196,0.042702,107,2.0,15,57.900,4400.0,0.0000
,232391,231990,apb,0.112677,0.157958,107,2.0,23,42.800,4400.0,0.0000
,232391,232523,apb,0.207058,0.290268,107,2.0,23,42.800,4400.0,0.0000
,232394,231944,apb,0.084726,0.118775,107,3.0,23,42.800,6600.0,0.0000
,232394,233696,apb,0.101037,0.141641,107,3.0,23,42.800,6600.0,0.0000
,232396,231960,apb,0.100065,0.155945,107,2.0,27,38.500,4400.0,0.0000
,232396,232398,apb,0.187492,0.292195,107,2.0,27,38.500,4400.0,0.0000
,232398,232396,apb,0.187492,0.292195,107,2.0,27,38.500,4400.0,0.0000
,232398,232400,apb,0.039317,0.061273,107,2.0,27,38.500,4400.0,0.0000
,232400,231936,apb,0.052146,0.081266,107,2.0,27,38.500,4400.0,0.0000
,232400,232398,apb,0.039317,0.061273,107,2.0,27,38.500,4400.0,0.0000
,232403,231958,apb,0.100630,0.141070,107,2.0,23,42.800,4400.0,0.0000
,232403,232530,apb,0.028631,0.040137,107,2.0,23,42.800,4400.0,0.0000
,232404,232064,apb,0.089215,0.223971,107,1.0,29,23.900,2200.0,0.0000
,232404,232139,apb,0.114600,0.287699,107,1.0,29,23.900,2200.0,0.0000
,232405,232142,apb,0.099625,0.251155,107,1.0,29,23.800,2200.0,0.0000
,232405,232144,apb,0.095808,0.241533,107,1.0,29,23.800,2200.0,0.0000
,232406,231818,apb,0.041984,0.089328,107,1.0,21,28.200,2200.0,0.0000
,232406,232945,apb,0.487797,1.037866,107,1.0,21,28.200,2200.0,0.0000
,232408,232669,apb,0.023142,0.038251,107,1.0,13,36.300,2200.0,0.0000
,232408,232673,apb,0.117701,0.194547,107,1.0,13,36.300,2200.0,0.0000
,232409,232199,apb,0.113024,0.284934,107,1.0,29,23.800,2200.0,0.0000
,232409,232410,apb,0.017580,0.037272,107,1.0,21,28.300,2200.0,0.0000
,232410,232243,apb,0.019611,0.027536,106,2.0,23,42.800,4400.0,0.0000
,232410,232279,apb,0.179051,0.251251,106,2.0,23,42.800,4400.0,0.0000
,232412,554577,apb,0.094266,0.097375,106,3.0,15,58.100,6600.0,0.0000
,232412,554587,apb,0.040439,0.044128,106,3.0,15,55.000,6600.0,0.0000
,232415,232361,apb,0.384074,0.952250,107,1.0,25,24.200,2200.0,0.0000
,232415,232367,apb,0.257790,0.548489,107,1.0,21,28.200,2200.0,0.0000
,232415,232520,apb,0.167194,0.468035,107,1.0,29,22.100,2200.0,0.0000
,232415,232792,apb,0.110399,0.209618,107,1.0,21,31.600,2200.0,0.0000
,232421,232422,apb,0.022999,0.024598,106,3.0,19,56.100,6600.0,0.0000
,232421,232423,apb,0.078344,0.082758,106,3.0,19,56.800,6600.0,0.0000
,232422,232421,apb,0.022999,0.024295,106,3.0,19,56.800,6600.0,0.0000
,232422,232633,apb,0.295254,0.315780,106,3.0,19,56.100,6600.0,0.0000
,232423,232105,apb,0.074915,0.079136,106,3.0,19,56.800,6600.0,0.0000
,232423,232421,apb,0.078344,0.083790,106,3.0,19,56.100,6600.0,0.0000
,232432,232904,apb,0.018354,0.019388,106,3.0,19,56.800,6600.0,0.0000
,232432,233480,apb,0.089574,0.094620,106,2.0,19,56.800,4400.0,0.0000
,232448,232249,apb,0.037944,0.040582,106,3.0,19,56.100,6600.0,0.0000
,232448,232449,apb,0.061373,0.111587,107,1.0,17,33.000,2200.0,0.0000
,232448,233200,apb,0.013898,0.014681,106,3.0,19,56.800,6600.0,0.0000
,232449,232249,apb,0.046727,0.054866,107,3.0,19,51.100,6600.0,0.0000
,232449,232450,apb,0.059219,0.107671,107,1.0,17,33.000,2200.0,0.0000
,232449,233284,apb,0.027030,0.028553,107,3.0,19,56.800,6600.0,0.0000
,232450,232249,apb,0.036803,0.040593,106,3.0,19,54.400,6600.0,0.0000
,232450,232652,apb,0.018669,0.019967,106,3.0,19,56.100,6600.0,0.0000
,232452,208681,apb,0.082767,0.207783,107,1.0,29,23.900,2200.0,0.0000
,232452,232076,apb,0.332502,0.824385,107,1.0,25,24.200,2200.0,0.0000
,232454,232248,apb,0.040290,0.064636,107,2.0,31,37.400,4400.0,0.0000
,232454,232260,apb,0.146127,0.234428,107,2.0,31,37.400,4400.0,0.0000
,232459,230112,apb,0.198494,0.232178,107,3.0,19,51.300,6600.0,0.0000
,232459,232045,apb,0.051059,0.059732,107,3.0,19,51.300,6600.0,0.0000
,232461,232463,apb,0.110951,0.155539,107,2.0,23,42.800,4400.0,0.0000
,232461,233241,apb,0.057877,0.081136,107,2.0,23,42.800,4400.0,0.0000
,232463,232461,apb,0.110951,0.155539,107,2.0,23,42.800,4400.0,0.0000
,232463,232905,apb,0.132945,0.186372,107,2.0,23,42.800,4400.0,0.0000
,232466,231937,apb,0.227364,0.265947,107,3.0,19,51.300,6600.0,0.0000
,232466,232020,apb,0.085003,0.099435,107,3.0,19,51.300,6600.0,0.0000
,232469,231964,apb,0.083063,0.116444,107,3.0,23,42.800,6600.0,0.0000
,232469,232513,apb,0.043975,0.061648,107,3.0,23,42.800,6600.0,0.0000
,232471,231942,apb,0.066782,0.093621,107,3.0,23,42.800,6600.0,0.0000
,232471,232513,apb,0.186041,0.260806,107,3.0,23,42.800,6600.0,0.0000
,232475,231967,apb,0.077403,0.120628,107,3.0,27,38.500,6600.0,0.0000
,232475,232851,apb,0.010262,0.015993,107,3.0,27,38.500,6600.0,0.0000
,232477,232034,apb,0.052488,0.081802,107,3.0,27,38.500,6600.0,0.0000
,232477,232479,apb,0.011703,0.018239,107,3.0,27,38.500,6600.0,0.0000
,232479,208251,apb,0.227588,0.354690,107,3.0,27,38.500,6600.0,0.0000
,232479,232477,apb,0.011703,0.018239,107,3.0,27,38.500,6600.0,0.0000
,232481,231938,apb,0.073236,0.114135,107,2.0,27,38.500,4400.0,0.0000
,232481,232483,apb,0.017004,0.023893,107,2.0,27,42.700,4400.0,0.0000
,232483,232481,apb,0.017004,0.026500,107,2.0,27,38.500,4400.0,0.0000
,232483,232485,apb,0.243535,0.342204,107,2.0,27,42.700,4400.0,0.0000
,232485,231962,apb,0.101996,0.143320,107,2.0,27,42.700,4400.0,0.0000
,232485,232483,apb,0.243535,0.379539,107,2.0,27,38.500,4400.0,0.0000
,232487,231962,apb,0.123227,0.192044,107,2.0,27,38.500,4400.0,0.0000
,232487,232533,apb,0.219984,0.309111,107,2.0,27,42.700,4400.0,0.0000
,232490,231941,apb,0.213071,0.225077,107,3.0,19,56.800,6600.0,0.0000
,232490,232027,apb,0.060356,0.070592,107,3.0,19,51.300,6600.0,0.0000
,232496,232264,apb,0.626057,0.643280,105,3.0,15,58.400,6600.0,0.0000
,232496,232337,apb,0.061795,0.058856,105,3.0,15,63.000,6600.0,0.0000
,232500,207761,apb,0.288622,0.276225,107,4.0,15,62.700,8800.0,0.0000
,232500,232023,apb,0.106067,0.103657,107,4.0,15,61.400,8800.0,0.0000
,232502,232370,apb,0.147202,0.370796,107,1.0,29,23.900,2200.0,0.0000
,232502,232755,apb,0.180695,0.455534,107,1.0,29,23.800,2200.0,0.0000
,232502,232948,apb,0.129226,0.325780,107,1.0,29,23.800,2200.0,0.0000
,232503,232911,apb,0.043175,0.047114,106,3.0,15,55.000,6600.0,0.0000
,232503,232912,apb,0.036637,0.037852,106,3.0,15,58.100,6600.0,0.0000
,232503,233028,apb,0.046200,0.072000,107,2.0,27,38.500,4400.0,0.0000
,232503,233055,apb,0.077469,0.120924,107,2.0,27,38.500,4400.0,0.0000
,232504,231912,apb,0.068018,0.171474,107,1.0,29,23.800,2200.0,0.0000
,232504,232507,apb,0.051580,0.129490,107,1.0,29,23.900,2200.0,0.0000
,232505,231913,apb,0.053878,0.135827,107,1.0,29,23.800,2200.0,0.0000
,232505,232507,apb,0.036330,0.091588,107,1.0,29,23.800,2200.0,0.0000
,232507,232504,apb,0.051580,0.129490,107,1.0,29,23.900,2200.0,0.0000
,232507,232505,apb,0.036330,0.091588,107,1.0,29,23.800,2200.0,0.0000
,232508,231913,apb,0.058510,0.146887,107,1.0,29,23.900,2200.0,0.0000
,232508,233102,apb,0.056577,0.142034,107,1.0,29,23.900,2200.0,0.0000
,232509,232361,apb,0.044226,0.111494,107,1.0,29,23.800,2200.0,0.0000
,232509,232367,apb,0.112726,0.282994,107,1.0,29,23.900,2200.0,0.0000
,232509,232751,apb,0.200941,0.506574,107,1.0,29,23.800,2200.0,0.0000
,232513,232469,apb,0.043975,0.061647,107,3.0,23,42.800,6600.0,0.0000
,232513,232471,apb,0.186041,0.260807,107,3.0,23,42.800,6600.0,0.0000
,232515,231972,apb,0.101905,0.134679,107,2.0,23,45.400,4400.0,0.0000
,232515,231988,apb,0.010261,0.014153,107,2.0,23,43.500,4400.0,0.0000
,232517,232895,apb,0.412256,0.681415,107,1.0,13,36.300,2200.0,0.0000
,232517,233402,apb,0.145776,0.240952,107,1.0,13,36.300,2200.0,0.0000
,232520,232415,apb,0.167194,0.434869,107,1.0,29,23.800,2200.0,0.0000
,232520,232784,apb,0.011401,0.012447,105,2.0,15,55.000,4400.0,0.0000
,232520,232787,apb,0.175920,0.443496,107,1.0,29,23.800,2200.0,0.0000
,232520,233413,apb,0.031009,0.033876,105,2.0,15,55.000,4400.0,0.0000
,232521,232526,apb,0.371661,0.521020,107,2.0,23,42.800,4400.0,0.0000
,232521,232531,apb,0.037455,0.052507,107,2.0,23,42.800,4400.0,0.0000
,232523,231966,apb,0.112250,0.157360,107,2.0,23,42.800,4400.0,0.0000
,232523,232391,apb,0.207058,0.290268,107,2.0,23,42.800,4400.0,0.0000
,232526,231966,apb,0.101682,0.142545,107,2.0,23,42.800,4400.0,0.0000
,232526,232521,apb,0.371661,0.521020,107,2.0,23,42.800,4400.0,0.0000
,232530,231962,apb,0.344317,0.482687,107,2.0,23,42.800,4400.0,0.0000
,232530,232403,apb,0.028631,0.040137,107,2.0,23,42.800,4400.0,0.0000
,232531,231962,apb,0.102345,0.143474,107,2.0,23,42.800,4400.0,0.0000
,232531,232521,apb,0.037455,0.052507,107,2.0,23,42.800,4400.0,0.0000
,232533,231963,apb,0.088309,0.137624,107,2.0,27,38.500,4400.0,0.0000
,232533,232487,apb,0.219984,0.342836,107,2.0,27,38.500,4400.0,0.0000
,232533,554548,apb,0.048813,0.110940,107,1.0,29,26.400,2200.0,0.0000
,232536,232156,apb,0.160149,0.291972,107,1.0,17,33.000,2200.0,0.0000
,232536,232161,apb,0.126564,0.230741,107,1.0,17,33.000,2200.0,0.0000
,232536,232537,apb,0.044502,0.111721,107,1.0,29,23.900,2200.0,0.0000
,232537,232065,apb,0.064949,0.163737,107,1.0,29,23.800,2200.0,0.0000
,232537,232159,apb,0.126724,0.318136,107,1.0,29,23.900,2200.0,0.0000
,232537,232536,apb,0.044502,0.111721,107,1.0,29,23.900,2200.0,0.0000
,232538,231978,apb,0.097317,0.136426,107,2.0,23,42.800,4400.0,0.0000
,232538,231986,apb,0.125371,0.175754,107,2.0,23,42.800,4400.0,0.0000
,232541,231847,apb,0.094799,0.152492,107,2.0,31,37.300,4400.0,0.0000
,232541,231848,apb,0.155474,0.249424,107,2.0,31,37.400,4400.0,0.0000
,232542,231910,apb,0.140914,0.299817,107,1.0,21,28.200,2200.0,0.0000
,232542,554539,apb,0.041406,0.088098,107,1.0,21,28.200,2200.0,0.0000
,232543,232127,apb,0.099416,0.108560,105,2.0,15,55.000,4400.0,0.0000
,232543,232131,apb,0.107231,0.113354,105,2.0,15,56.800,4400.0,0.0000
,232544,231825,apb,0.134536,0.146793,105,3.0,15,55.000,6600.0,0.0000
,232544,232645,apb,0.353681,0.586212,107,1.0,13,36.200,2200.0,0.0000
,232544,232799,apb,0.044311,0.046814,105,3.0,15,56.800,6600.0,0.0000
,232545,232818,apb,0.024336,0.061095,107,1.0,29,23.900,2200.0,0.0000
,232545,232821,apb,0.074419,0.187611,107,1.0,29,23.800,2200.0,0.0000
,232548,232705,apb,0.079284,0.076603,107,2.0,11,62.100,4400.0,0.0000
,232548,233245,apb,0.131976,0.214595,107,1.0,9,36.900,2200.0,0.0000
,232549,231889,apb,0.018217,0.023309,107,3.0,23,46.900,6600.0,0.0000
,232549,232902,apb,0.012128,0.015519,107,3.0,23,46.900,6600.0,0.0000
,232555,232090,apb,0.365735,0.606191,107,1.0,13,36.200,2200.0,0.0000
,232555,554557,apb,1.757930,2.905670,107,1.0,13,36.300,2200.0,0.0000
,232557,209352,apb,0.174818,0.245078,107,2.0,23,42.800,4400.0,0.0000
,232557,232691,apb,0.211079,0.295934,107,2.0,23,42.800,4400.0,0.0000
,232558,232126,apb,0.083485,0.209586,107,1.0,29,23.900,2200.0,0.0000
,232558,232371,apb,0.261476,0.648288,107,1.0,25,24.200,2200.0,0.0000
,232558,233118,apb,0.243501,0.403593,107,1.0,13,36.200,2200.0,0.0000
,232559,232647,apb,0.049780,0.054321,106,3.0,15,55.000,6600.0,0.0000
,232559,232911,apb,0.363029,0.375001,106,3.0,15,58.100,6600.0,0.0000
,232559,233023,apb,0.114312,0.178149,107,2.0,27,38.500,4400.0,0.0000
,232561,232613,apb,0.216837,0.325327,107,1.0,13,40.000,2200.0,0.0000
,232561,232711,apb,0.829953,1.372223,107,1.0,13,36.300,2200.0,0.0000
,232562,232563,apb,0.656511,0.674498,106,2.0,15,58.400,4400.0,0.0000
,232562,232676,apb,0.275565,0.262443,106,2.0,15,63.000,4400.0,0.0000
,232563,232216,apb,0.030002,0.030824,106,2.0,15,58.400,4400.0,0.0000
,232563,232562,apb,0.656511,0.625249,106,2.0,15,63.000,4400.0,0.0000
,232564,231879,apb,0.041185,0.042313,106,2.0,15,58.400,4400.0,0.0000
,232564,232630,apb,0.223737,0.213083,106,2.0,15,63.000,4400.0,0.0000
,232607,232228,apb,0.538931,0.685101,106,2.0,23,47.200,4400.0,0.0000
,232607,232611,apb,0.250482,0.351152,106,2.0,23,42.800,4400.0,0.0000
,232609,232610,apb,0.070175,0.105306,107,1.0,13,40.000,2200.0,0.0000
,232609,232611,apb,0.068320,0.086850,106,2.0,23,47.200,4400.0,0.0000
,232609,233207,apb,0.187664,0.263199,106,2.0,23,42.800,4400.0,0.0000
,232610,232310,apb,1.191996,1.788739,107,1.0,13,40.000,2200.0,0.0000
,232610,232609,apb,0.070175,0.116358,107,1.0,13,36.200,2200.0,0.0000
,232610,232611,apb,0.029788,0.063155,107,1.0,21,28.300,2200.0,0.0000
,232611,232607,apb,0.250482,0.318418,106,2.0,23,47.200,4400.0,0.0000
,232611,232609,apb,0.068320,0.095778,106,2.0,23,42.800,4400.0,0.0000
,232612,231857,apb,0.037033,0.051918,106,2.0,23,42.800,4400.0,0.0000
,232612,232613,apb,0.028179,0.046719,107,1.0,13,36.200,2200.0,0.0000
,232612,233207,apb,0.005087,0.006470,106,2.0,23,47.200,4400.0,0.0000
,232613,231857,apb,0.031403,0.047115,107,1.0,13,40.000,2200.0,0.0000
,232613,232561,apb,0.216837,0.358513,107,1.0,13,36.300,2200.0,0.0000
,232614,231833,apb,0.030787,0.036980,103,2.0,23,50.000,4400.0,0.0000
,232614,233136,apb,0.920235,1.105513,103,2.0,23,50.000,4400.0,0.0000
,232615,231833,apb,0.030685,0.039264,107,3.0,23,46.900,6600.0,0.0000
,232615,233204,apb,0.005332,0.006822,107,3.0,23,46.900,6600.0,0.0000
,232616,231833,apb,0.035219,0.042265,103,2.0,23,50.000,4400.0,0.0000
